Date,Open,High,Low,Close,Adj Close,Volume
20/12/18,66.75,67.970001,66.059998,67.220001,63.592976,133247
21/12/18,67.099998,67.599998,64.559998,65.129997,61.61573,263083
24/12/18,64.730003,64.730003,62.790001,63.5,60.073689,62266
26/12/18,63.700001,65.209999,63.16,65.019997,61.511669,137047
27/12/18,64.550003,65.489998,64.300003,65.290001,61.767109,371286
28/12/18,65.489998,65.900002,63.529999,63.91,60.461575,215011
31/12/18,63.709999,65.029999,63.5,64.519997,61.038651,472708
02/01/19,65.550003,67.089996,64.120003,66.760002,63.157795,76323
03/01/19,65.550003,66.279999,65.010002,65.379997,61.852245,64983
04/01/19,65.220001,68.709999,65.220001,67.68,64.028152,400430
07/01/19,67.510002,69.669998,67.300003,67.620003,63.971394,564164
08/01/19,67.440002,68.959999,67.169998,67.75,64.094376,68198
09/01/19,68.010002,69.989998,67.620003,69.190002,65.456673,596989
10/01/19,69,70.470001,68.559998,68.959999,65.239082,242466
11/01/19,68.550003,71.040001,68.550003,70.790001,66.970337,229750
14/01/19,70.5,73.029999,70.410004,72.510002,68.597534,244698
15/01/19,72.919998,72.970001,70.540001,72.010002,68.124519,317141
16/01/19,72.5,73.580002,71.75,73.260002,69.30706,360271
17/01/19,73.300003,74.5,72.889999,73,69.061096,1477051
18/01/19,73.959999,74.889999,73.760002,74.370003,70.357178,121744
21/01/19,74.739998,74.739998,74,74.019997,70.026047,97047
22/01/19,73.559998,73.559998,72.059998,72.370003,68.465088,164835
23/01/19,72.610001,72.610001,70.07,70.699997,66.885201,377780
24/01/19,70.330002,72.480003,69.650002,71.739998,67.86908,479331
25/01/19,72.32,72.330002,70.75,71.120003,67.282547,139737
28/01/19,70.269997,71.769997,70.230003,71.629997,67.765022,177442
29/01/19,71.940002,72.260002,70.209999,71.779999,67.906921,131210
30/01/19,72.309998,73.139999,70.949997,72.360001,68.455627,238663
31/01/19,72.279999,73.68,72,73.309998,69.35437,211173
01/02/19,73.629997,73.629997,72.599998,72.900002,68.966492,126873
05/02/19,72.5,73.510002,72.120003,72.830002,68.900276,1147592
06/02/19,73.959999,74,72.550003,73.209999,69.259758,240459
07/02/19,73.919998,73.919998,73.199997,73.32,69.363831,308752
08/02/19,72.970001,74.529999,72.970001,73.470001,69.50573,42441
11/02/19,73.949997,75,73.360001,74,70.007133,106236
12/02/19,73.800003,74.919998,73,74,70.007133,522931
13/02/19,74,74,72.669998,72.93,68.994873,102353
14/02/19,72.559998,74.019997,72.220001,73.07,69.127319,877151
15/02/19,73.339996,74.68,72.910004,73.510002,69.543571,630217
18/02/19,70.910004,74.419998,70.910004,74.129997,70.130112,17697
19/02/19,73.110001,74.480003,72.959999,73.989998,69.997681,79772
20/02/19,74.349998,74.959999,73.860001,74,70.007133,178130
21/02/19,74.080002,75.389999,72.709999,75,70.953186,841532
22/02/19,74.709999,74.970001,73.870003,74.389999,70.376091,990435
25/02/19,74.589996,77.019997,73.639999,75.849998,71.757317,1299337
26/02/19,75.309998,76.980003,75.309998,76,71.899223,46636
